id,vehiculo_id,cliente_id,concesionario_id,fecha_venta,precio_final,metodo_pago
743,8,108,8,2023-12-31,45334,Tarjeta de Crédito
744,46,236,10,2024-01-30,22674,Transferencia
745,27,250,1,2023-03-13,65053,Efectivo
746,43,301,6,2023-09-18,26733,Tarjeta de Crédito
747,13,163,1,2023-09-01,14461,Tarjeta de Crédito
748,16,318,3,2023-02-02,65537,Efectivo
749,45,186,6,2023-09-06,13222,Financiamiento
750,29,493,3,2023-11-12,14308,Tarjeta de Crédito
751,13,283,5,2023-10-26,23068,Financiamiento
752,27,33,10,2023-11-23,31426,Tarjeta de Crédito
753,45,338,2,2023-02-28,38337,Financiamiento
754,23,441,2,2023-09-16,13263,Efectivo
755,43,114,8,2023-09-19,10742,Transferencia
756,22,232,8,2023-05-18,21800,Efectivo
757,2,345,2,2023-06-02,24852,Financiamiento
758,24,377,5,2023-12-14,53865,Efectivo
759,19,447,5,2023-12-16,49667,Tarjeta de Crédito
760,1,149,1,2023-10-20,18966,Efectivo
761,30,500,6,2023-01-01,46509,Transferencia
762,15,47,5,2023-01-19,55231,Transferencia
763,36,459,5,2023-02-18,77715,Transferencia
764,29,50,4,2023-09-26,51792,Transferencia
765,14,450,5,2023-05-30,48158,Transferencia
766,41,21,7,2023-11-12,56637,Financiamiento
767,27,457,7,2023-10-14,27622,Tarjeta de Crédito
768,40,168,8,2023-10-02,34303,Transferencia
769,29,493,9,2023-01-07,35059,Tarjeta de Crédito
770,41,460,7,2023-06-20,79509,Financiamiento
771,12,283,5,2023-05-18,53878,Transferencia
772,48,391,1,2023-10-13,45935,Transferencia
773,28,201,3,2023-05-04,50011,Efectivo
774,31,131,2,2023-05-03,47831,Tarjeta de Crédito
775,49,351,5,2023-03-31,71789,Tarjeta de Crédito
776,3,485,3,2023-06-08,75458,Tarjeta de Crédito
777,14,327,9,2023-12-08,36335,Efectivo
778,46,437,2,2023-12-22,34501,Transferencia
779,16,39,1,2023-01-04,73277,Tarjeta de Crédito
780,2,399,10,2023-02-24,35968,Transferencia
781,36,376,6,2023-01-19,30251,Transferencia
782,48,369,9,2023-01-07,47891,Transferencia
783,6,489,2,2023-01-06,24806,Financiamiento
784,48,80,10,2024-01-23,66515,Financiamiento
785,48,423,7,2023-12-30,32376,Financiamiento
786,41,3,4,2023-01-27,35814,Tarjeta de Crédito
787,40,11,2,2024-01-27,12646,Transferencia
788,26,288,1,2023-06-23,62878,Transferencia
789,1,378,10,2024-01-21,15345,Tarjeta de Crédito
790,50,398,1,2023-08-01,17578,Efectivo
791,35,27,1,2023-07-04,37190,Efectivo
792,18,38,6,2023-10-23,50964,Tarjeta de Crédito
793,11,130,6,2023-01-23,37907,Financiamiento
794,11,49,3,2023-11-28,56932,Efectivo
795,22,54,4,2023-11-26,76607,Transferencia
796,40,295,6,2023-11-10,24631,Transferencia
797,25,90,6,2023-09-04,74911,Tarjeta de Crédito
798,2,276,3,2023-07-07,27879,Financiamiento
799,14,410,8,2023-05-16,17438,Efectivo
800,31,127,8,2023-09-04,34224,Efectivo
801,28,422,5,2023-10-21,35129,Financiamiento
802,3,373,5,2023-02-07,28868,Transferencia
803,14,302,7,2023-11-17,55717,Transferencia
804,2,16,6,2023-06-01,52310,Tarjeta de Crédito
805,41,292,9,2024-01-31,15473,Financiamiento
806,50,10,4,2023-02-24,73819,Efectivo
807,31,349,3,2023-09-15,48679,Efectivo
808,2,19,8,2023-01-31,72733,Efectivo
809,7,428,10,2023-10-24,47456,Transferencia
810,32,27,3,2023-10-28,62564,Tarjeta de Crédito
811,27,36,3,2023-03-09,32696,Tarjeta de Crédito
812,30,273,8,2023-02-09,42888,Tarjeta de Crédito
813,25,476,7,2023-09-04,14501,Transferencia
814,32,33,7,2023-10-11,65989,Efectivo
815,8,351,1,2023-05-05,10481,Financiamiento
816,6,304,5,2023-08-20,79683,Tarjeta de Crédito
817,8,319,6,2023-01-29,11272,Transferencia
818,21,437,1,2023-06-11,56455,Efectivo
819,42,229,10,2023-11-26,41147,Financiamiento
820,24,457,7,2023-03-19,39286,Financiamiento
821,14,212,4,2023-06-12,22267,Tarjeta de Crédito
822,2,158,7,2023-09-11,29188,Transferencia
823,18,197,8,2023-05-27,16330,Transferencia
824,21,261,8,2023-05-27,72309,Financiamiento
825,45,188,2,2023-01-02,43479,Financiamiento
826,49,348,6,2023-01-16,68431,Transferencia
827,35,52,9,2023-04-17,42193,Financiamiento
828,27,136,10,2023-06-12,14251,Efectivo
829,45,208,4,2023-10-27,24161,Financiamiento
830,11,466,5,2023-01-19,64614,Efectivo
831,2,440,6,2023-06-02,64586,Efectivo
832,32,439,7,2023-08-27,79625,Transferencia
833,36,88,9,2023-07-09,58244,Transferencia
834,2,105,9,2023-07-01,37348,Financiamiento
835,23,292,6,2023-02-21,17841,Financiamiento
836,42,274,4,2023-09-18,60265,Tarjeta de Crédito
837,3,93,7,2023-08-16,23402,Transferencia
838,39,396,1,2023-03-23,68859,Transferencia
839,1,492,4,2023-04-07,61240,Financiamiento
840,49,165,9,2023-09-02,18657,Financiamiento
841,28,406,6,2023-02-04,36549,Financiamiento
842,13,399,6,2023-06-10,53390,Tarjeta de Crédito
843,12,326,7,2024-01-02,74737,Tarjeta de Crédito
844,17,85,3,2023-01-30,64053,Financiamiento
845,39,318,8,2023-04-19,58335,Tarjeta de Crédito
846,30,212,4,2023-09-21,37499,Financiamiento
847,3,153,7,2023-09-27,22473,Financiamiento
848,11,398,2,2023-01-16,46696,Transferencia
849,14,293,10,2023-07-13,41282,Tarjeta de Crédito
850,24,92,9,2023-09-06,24206,Tarjeta de Crédito
851,19,132,2,2023-08-01,22042,Efectivo
852,46,435,7,2023-08-05,46500,Efectivo
853,41,427,1,2023-02-27,29924,Transferencia
854,48,248,8,2023-03-03,29777,Tarjeta de Crédito
855,42,454,2,2023-10-06,24981,Transferencia
856,29,485,6,2023-04-20,34998,Transferencia
857,34,208,1,2024-01-01,10752,Efectivo
858,36,369,10,2024-01-21,35564,Transferencia
859,9,286,7,2023-06-27,14118,Efectivo
860,32,88,10,2023-06-03,65564,Transferencia
861,22,132,3,2023-10-17,19837,Financiamiento
862,35,332,7,2023-08-20,29786,Financiamiento
863,3,18,4,2023-12-05,65203,Efectivo
864,6,131,3,2023-08-08,26316,Tarjeta de Crédito
865,38,45,8,2023-07-01,79966,Efectivo
866,40,26,10,2023-03-12,54563,Tarjeta de Crédito
867,44,9,2,2023-09-21,78730,Financiamiento
868,13,477,8,2023-11-26,57778,Financiamiento
869,25,92,1,2023-08-10,73886,Tarjeta de Crédito
870,40,24,2,2023-11-01,34681,Financiamiento
871,45,365,5,2023-12-30,44652,Financiamiento
872,48,219,5,2024-01-26,13213,Tarjeta de Crédito
873,4,239,2,2023-04-01,63601,Transferencia
874,42,273,6,2023-12-15,17948,Efectivo
875,50,312,10,2023-12-25,48748,Financiamiento
876,49,335,7,2023-07-04,24101,Efectivo
877,8,344,1,2023-10-13,17115,Tarjeta de Crédito
878,47,416,9,2023-03-18,71619,Financiamiento
879,25,275,6,2023-06-01,68737,Efectivo
880,23,341,7,2023-04-16,39423,Tarjeta de Crédito
881,31,116,8,2023-02-13,64509,Transferencia
882,19,321,5,2023-08-21,66235,Financiamiento
883,39,492,9,2023-02-01,15116,Transferencia
884,29,38,10,2023-06-24,33544,Transferencia
885,41,136,2,2023-09-26,44884,Efectivo
886,25,104,1,2023-09-24,37405,Financiamiento
887,19,19,10,2023-08-14,23611,Transferencia
888,33,32,8,2023-01-02,62547,Tarjeta de Crédito
889,24,8,7,2023-01-29,75313,Efectivo
890,18,343,6,2023-07-08,40166,Financiamiento
891,12,69,9,2023-01-08,28054,Financiamiento
892,21,212,3,2023-04-06,23282,Transferencia
893,4,465,9,2023-06-02,50010,Tarjeta de Crédito
894,45,365,2,2023-08-15,69477,Tarjeta de Crédito
895,1,112,3,2023-12-04,55823,Transferencia
896,15,16,5,2023-01-02,64201,Efectivo
897,5,18,4,2023-04-26,28045,Tarjeta de Crédito
898,7,340,7,2023-11-06,22005,Financiamiento
899,21,99,9,2023-06-08,16392,Efectivo
900,10,200,9,2023-10-07,57007,Tarjeta de Crédito
901,18,152,3,2023-01-10,58163,Tarjeta de Crédito
902,48,422,4,2023-04-09,41417,Efectivo
903,18,126,10,2023-10-30,72552,Financiamiento
904,21,150,10,2023-08-22,17646,Efectivo
905,15,239,6,2023-01-16,63646,Financiamiento
906,8,107,7,2023-12-25,73341,Efectivo
907,5,366,2,2023-10-07,31130,Transferencia
908,15,233,9,2023-09-02,19438,Efectivo
909,35,171,1,2023-02-23,30481,Tarjeta de Crédito
910,3,197,2,2023-04-10,18738,Tarjeta de Crédito
911,37,256,6,2023-04-30,43317,Tarjeta de Crédito
912,4,294,3,2023-06-28,54799,Efectivo
913,12,208,9,2023-01-02,74041,Transferencia
914,36,157,7,2023-02-03,78460,Financiamiento
915,47,345,6,2023-10-28,24479,Tarjeta de Crédito
916,17,366,7,2023-08-06,61342,Tarjeta de Crédito
917,16,20,7,2023-12-06,51425,Efectivo
918,9,48,4,2023-10-09,57835,Tarjeta de Crédito
919,26,444,3,2023-12-25,74598,Transferencia
920,22,259,9,2023-01-10,78875,Financiamiento
921,39,123,2,2023-08-28,79672,Tarjeta de Crédito
922,9,251,8,2023-02-03,68514,Transferencia
923,46,456,1,2023-09-20,18651,Efectivo
924,18,293,7,2023-06-22,56201,Efectivo
925,34,328,1,2023-08-14,43970,Transferencia
926,20,24,2,2023-02-15,67563,Transferencia
927,26,40,4,2023-04-29,35504,Efectivo
928,3,435,4,2023-03-22,75899,Efectivo
929,20,391,3,2023-10-07,32783,Efectivo
930,30,42,5,2023-11-14,36906,Financiamiento
931,45,320,5,2023-06-15,51842,Tarjeta de Crédito
932,7,134,9,2023-07-17,40678,Financiamiento
933,41,377,6,2023-06-22,77478,Transferencia
934,19,393,9,2023-05-20,13395,Transferencia
935,29,122,3,2024-01-22,35789,Transferencia
936,39,24,3,2023-10-31,74318,Efectivo
937,38,352,5,2023-10-08,61859,Tarjeta de Crédito
938,40,236,8,2023-09-02,31681,Financiamiento
939,6,130,9,2023-07-09,60823,Tarjeta de Crédito
940,40,387,6,2023-10-28,24560,Financiamiento
941,2,464,5,2023-12-08,10496,Transferencia
942,22,368,4,2023-04-21,25060,Transferencia
943,29,130,7,2023-11-18,49648,Financiamiento
944,5,359,1,2023-02-26,25729,Financiamiento
945,50,104,1,2023-07-06,25275,Transferencia
946,4,254,10,2023-10-15,22366,Efectivo
947,12,121,4,2023-07-19,49576,Efectivo
948,12,285,4,2023-06-05,74535,Efectivo
949,49,441,2,2024-02-01,23557,Transferencia
950,37,85,2,2023-03-14,63391,Efectivo
951,11,375,8,2023-11-10,42004,Transferencia
952,50,191,3,2023-03-01,79613,Tarjeta de Crédito
953,43,284,2,2023-09-25,59236,Transferencia
954,23,7,8,2023-08-19,41982,Financiamiento
955,42,18,5,2023-04-19,17684,Tarjeta de Crédito
956,46,266,9,2023-03-28,67637,Efectivo
957,16,295,7,2023-04-09,20470,Efectivo
958,29,369,10,2023-04-12,44781,Efectivo
959,4,154,6,2023-04-21,10594,Efectivo
960,27,209,3,2023-09-26,54444,Tarjeta de Crédito
961,10,283,8,2023-03-15,38631,Financiamiento
962,35,342,5,2023-12-07,38445,Financiamiento
963,44,476,4,2023-06-20,73171,Financiamiento
964,26,112,10,2023-02-13,55630,Financiamiento
965,16,250,10,2023-12-15,21481,Financiamiento
966,13,275,7,2023-09-17,47602,Tarjeta de Crédito
967,48,51,5,2023-04-20,66614,Tarjeta de Crédito
968,43,94,6,2023-02-03,29627,Financiamiento
969,25,10,6,2023-11-20,48212,Efectivo
970,40,18,7,2023-07-05,62161,Financiamiento
971,41,84,4,2023-08-08,62497,Financiamiento
972,5,426,9,2023-05-18,47831,Financiamiento
973,21,72,10,2023-05-24,49998,Transferencia
974,40,343,8,2023-05-03,18552,Financiamiento
975,46,287,4,2023-10-09,44412,Transferencia
976,39,306,4,2023-01-05,78031,Financiamiento
977,23,127,8,2023-12-06,16297,Financiamiento
978,24,433,4,2023-08-12,47381,Transferencia
979,28,373,5,2024-01-18,22616,Tarjeta de Crédito
980,19,131,1,2023-08-24,36402,Transferencia
981,9,452,6,2024-01-03,67643,Financiamiento
982,48,493,10,2024-01-20,11067,Transferencia
983,26,412,1,2023-06-15,37886,Efectivo
984,43,215,9,2024-01-31,68127,Financiamiento
985,22,35,6,2023-09-02,12784,Efectivo
986,47,445,9,2023-10-25,54039,Transferencia
987,46,56,7,2024-01-08,36505,Efectivo
988,9,102,9,2024-01-03,68676,Transferencia
989,7,55,8,2023-11-07,25298,Transferencia
990,23,432,3,2024-01-17,78556,Efectivo
991,31,371,8,2023-09-17,32283,Financiamiento
992,4,366,2,2023-07-19,32919,Efectivo
993,25,294,1,2023-01-10,71890,Tarjeta de Crédito
994,29,423,1,2023-09-09,36627,Tarjeta de Crédito
995,5,151,5,2023-02-15,51535,Efectivo
996,47,45,2,2023-01-18,17668,Tarjeta de Crédito
997,18,271,4,2023-12-04,11264,Tarjeta de Crédito
998,44,342,5,2023-08-17,32401,Financiamiento
999,9,53,3,2023-11-11,11068,Tarjeta de Crédito
1000,41,133,2,2023-05-17,21825,Transferencia
1001,30,127,2,2023-01-07,49063,Transferencia
1002,49,396,7,2023-10-15,61193,Tarjeta de Crédito
1003,43,345,5,2023-04-15,22687,Tarjeta de Crédito
1004,24,417,9,2023-12-19,10920,Financiamiento
1005,35,494,5,2023-06-10,26603,Tarjeta de Crédito
1006,32,63,10,2023-03-10,30787,Efectivo
1007,46,215,3,2024-01-25,60594,Efectivo
1008,41,303,1,2024-01-29,13142,Transferencia
1009,9,183,9,2023-01-04,20808,Tarjeta de Crédito
1010,5,423,9,2023-04-07,43404,Efectivo
1011,42,251,1,2023-01-02,31936,Tarjeta de Crédito
1012,40,486,6,2023-01-27,61414,Efectivo
1013,12,265,8,2023-10-03,73515,Efectivo
1014,19,455,3,2023-07-03,25486,Efectivo
1015,4,84,10,2023-01-18,26114,Financiamiento
1016,26,301,7,2023-09-01,19051,Efectivo
1017,31,230,9,2023-05-08,40920,Efectivo
1018,13,21,4,2023-03-24,48738,Transferencia
1019,15,302,8,2024-01-21,39910,Transferencia
1020,36,8,6,2023-07-16,68226,Transferencia
1021,19,488,10,2024-01-04,46819,Transferencia
1022,9,231,3,2023-02-26,68200,Financiamiento
1023,9,116,7,2023-01-09,74560,Tarjeta de Crédito
1024,24,133,4,2023-09-14,30609,Efectivo
1025,18,222,8,2023-04-01,54822,Tarjeta de Crédito
1026,38,409,2,2023-02-12,55053,Efectivo
1027,30,486,2,2023-04-25,57539,Financiamiento
1028,6,362,2,2023-07-20,34156,Efectivo
1029,6,141,5,2023-06-10,23667,Tarjeta de Crédito
1030,35,401,6,2023-10-04,70846,Efectivo
1031,40,320,5,2023-06-06,57700,Efectivo
1032,18,188,7,2023-11-14,36166,Tarjeta de Crédito
1033,37,167,4,2023-11-01,12181,Financiamiento
1034,25,195,2,2023-05-06,51795,Efectivo
1035,25,129,7,2023-01-28,47071,Tarjeta de Crédito
1036,13,170,3,2024-01-20,41884,Transferencia
1037,20,399,1,2023-07-19,29902,Tarjeta de Crédito
1038,50,455,1,2023-07-03,77267,Efectivo
1039,21,69,3,2023-01-14,13573,Transferencia
1040,6,244,1,2023-08-30,48626,Efectivo
1041,31,495,8,2023-03-18,32737,Efectivo
1042,17,420,7,2023-12-19,37523,Transferencia
1043,27,112,7,2023-08-20,12078,Transferencia
1044,33,5,1,2023-06-10,38507,Tarjeta de Crédito
1045,26,447,5,2023-11-05,69908,Efectivo
1046,6,357,4,2023-01-15,15551,Efectivo
1047,26,403,3,2023-03-24,76504,Efectivo
1048,15,203,6,2023-01-26,67660,Financiamiento
1049,25,141,4,2023-05-03,62956,Tarjeta de Crédito
1050,39,31,1,2023-03-04,58930,Transferencia
1051,27,225,10,2023-07-10,51005,Financiamiento
1052,20,248,6,2023-01-28,38340,Transferencia
1053,14,423,3,2023-10-27,66705,Tarjeta de Crédito
1054,14,59,7,2024-01-17,65857,Tarjeta de Crédito
1055,29,68,2,2023-02-24,40936,Financiamiento
1056,33,48,4,2023-02-08,10924,Transferencia
1057,36,378,3,2023-05-21,60629,Financiamiento
1058,42,386,10,2023-08-06,68896,Efectivo
1059,29,459,3,2023-10-22,37083,Tarjeta de Crédito
1060,17,224,10,2024-01-31,34990,Financiamiento
1061,15,6,4,2023-10-07,10656,Financiamiento
1062,37,474,8,2023-08-29,47261,Efectivo
1063,7,219,10,2023-01-19,43424,Tarjeta de Crédito
1064,6,402,4,2023-10-03,19155,Financiamiento
1065,15,219,10,2023-12-18,40133,Tarjeta de Crédito
1066,36,227,6,2023-12-15,69221,Transferencia
1067,16,294,5,2023-04-19,45447,Tarjeta de Crédito
1068,40,410,4,2023-04-27,68094,Efectivo
1069,20,156,6,2023-01-06,54192,Efectivo
1070,14,36,3,2023-09-01,41274,Transferencia
1071,39,17,9,2023-12-13,46881,Transferencia
1072,10,193,8,2023-04-22,16746,Transferencia
1073,8,125,9,2023-11-20,78037,Transferencia
1074,40,240,1,2023-02-26,52815,Efectivo
1075,30,160,9,2023-07-02,12423,Transferencia
1076,25,110,7,2023-02-26,31831,Efectivo
1077,47,65,6,2023-10-21,29966,Tarjeta de Crédito
1078,1,45,5,2023-01-21,10473,Transferencia
1079,39,419,1,2023-06-04,31262,Efectivo
1080,20,322,3,2024-01-29,26410,Financiamiento
1081,39,196,2,2023-11-12,35160,Financiamiento
1082,47,177,3,2023-05-24,63701,Tarjeta de Crédito
1083,35,262,4,2023-03-12,58799,Transferencia
1084,11,293,5,2023-11-19,63432,Tarjeta de Crédito
1085,15,404,10,2023-11-22,76240,Financiamiento
1086,46,386,6,2023-01-30,58118,Tarjeta de Crédito
1087,5,324,2,2023-11-26,23260,Tarjeta de Crédito
1088,15,381,4,2023-02-19,25542,Tarjeta de Crédito
1089,50,479,7,2024-02-01,58724,Tarjeta de Crédito
1090,26,149,3,2023-09-15,23371,Financiamiento
1091,22,140,3,2024-01-24,77835,Efectivo
1092,2,226,4,2023-03-17,66829,Tarjeta de Crédito
1093,13,484,3,2024-01-16,41653,Transferencia
1094,31,472,8,2023-03-04,35618,Transferencia
1095,1,463,8,2023-01-01,40233,Tarjeta de Crédito
1096,41,438,10,2023-07-30,12414,Financiamiento
1097,13,247,8,2023-02-16,47001,Financiamiento
1098,39,93,4,2023-04-10,45609,Transferencia
1099,44,373,4,2023-08-22,76467,Efectivo
1100,10,337,8,2023-06-22,48111,Transferencia
1101,41,355,10,2023-12-07,58578,Tarjeta de Crédito
1102,11,391,4,2023-04-06,24796,Transferencia
1103,25,399,4,2023-11-07,13231,Financiamiento
1104,36,196,9,2023-12-14,59552,Efectivo
1105,2,78,8,2023-05-19,69281,Efectivo
1106,8,294,7,2023-09-06,13278,Tarjeta de Crédito
1107,1,121,9,2023-05-20,35744,Efectivo
1108,21,334,8,2023-12-13,18462,Efectivo
1109,20,163,6,2023-11-16,36402,Financiamiento
1110,39,391,2,2023-11-17,47044,Transferencia
1111,29,475,3,2023-01-10,64060,Financiamiento
1112,32,147,3,2023-08-12,64685,Financiamiento
1113,9,105,7,2023-02-28,56774,Tarjeta de Crédito
1114,2,450,6,2023-09-16,13614,Transferencia
1115,21,452,2,2023-09-14,43838,Efectivo
1116,10,231,10,2023-06-07,59679,Financiamiento
1117,21,289,10,2023-08-05,16786,Tarjeta de Crédito
1118,35,197,8,2023-03-01,50832,Transferencia
1119,39,338,9,2023-11-08,46521,Tarjeta de Crédito
1120,23,336,3,2023-03-27,48773,Financiamiento
1121,36,123,2,2023-01-22,19117,Transferencia
1122,21,140,1,2023-06-17,32265,Financiamiento
1123,34,106,2,2023-06-04,58772,Financiamiento
1124,50,34,4,2023-01-03,76826,Efectivo
1125,14,28,10,2023-10-16,67405,Financiamiento
1126,38,119,4,2023-01-05,76103,Financiamiento
1127,25,56,4,2023-08-07,75286,Efectivo
1128,15,135,1,2023-03-15,34029,Efectivo
1129,36,466,2,2023-07-28,44685,Efectivo
1130,35,279,7,2023-11-16,20575,Efectivo
1131,11,432,9,2023-07-08,38773,Efectivo
1132,5,419,4,2023-10-31,51350,Efectivo
1133,28,83,4,2023-03-18,43703,Financiamiento
1134,9,129,6,2023-08-16,58814,Tarjeta de Crédito
1135,20,40,4,2023-08-15,35475,Efectivo
1136,18,399,8,2023-09-06,16916,Tarjeta de Crédito
1137,48,246,8,2023-11-02,37927,Efectivo
1138,2,231,7,2023-04-27,29202,Tarjeta de Crédito
1139,7,13,10,2023-02-20,13819,Efectivo
1140,15,63,4,2024-01-12,45214,Transferencia
1141,19,217,8,2023-05-22,31711,Tarjeta de Crédito
1142,26,29,6,2023-08-25,78271,Efectivo
1143,23,106,4,2023-12-26,33287,Transferencia
1144,14,477,9,2023-10-09,61050,Efectivo
1145,38,338,6,2023-11-30,24099,Efectivo
1146,26,392,1,2023-01-15,23098,Transferencia
1147,14,141,9,2023-07-10,35489,Tarjeta de Crédito
1148,48,329,7,2023-08-29,53981,Tarjeta de Crédito
1149,3,286,4,2023-03-10,67306,Financiamiento
1150,9,104,3,2023-05-20,75487,Transferencia
1151,44,117,9,2023-10-12,73775,Efectivo
1152,8,407,10,2023-04-29,68903,Tarjeta de Crédito
1153,5,300,9,2023-07-21,45745,Transferencia
1154,15,367,6,2023-11-15,48371,Tarjeta de Crédito
1155,15,208,7,2023-08-08,19804,Efectivo
1156,32,151,7,2023-12-11,75249,Efectivo
1157,49,186,5,2023-08-24,39035,Tarjeta de Crédito
1158,14,334,4,2024-01-10,71745,Financiamiento
1159,39,212,5,2023-02-16,47904,Financiamiento
1160,50,355,10,2023-05-19,68194,Tarjeta de Crédito
1161,30,436,7,2023-05-09,30983,Tarjeta de Crédito
1162,45,40,2,2023-09-03,77863,Financiamiento
1163,40,22,10,2023-07-21,49304,Efectivo
1164,22,492,1,2023-12-02,18800,Transferencia
1165,20,104,3,2023-10-13,22314,Efectivo
1166,27,251,7,2023-03-09,10140,Financiamiento
1167,6,236,8,2023-03-26,47380,Transferencia
1168,5,391,8,2023-05-25,24581,Financiamiento
1169,27,456,3,2024-01-03,73618,Efectivo
1170,35,500,7,2023-11-25,42106,Transferencia
1171,45,272,4,2023-02-22,56613,Efectivo
1172,19,395,5,2023-09-14,58767,Tarjeta de Crédito
1173,19,236,1,2023-06-30,69395,Efectivo
1174,35,237,10,2023-03-03,30780,Transferencia
1175,24,41,1,2023-08-04,13001,Tarjeta de Crédito
1176,36,131,1,2023-01-28,20388,Efectivo
1177,43,423,7,2023-07-07,14236,Transferencia
1178,41,296,4,2023-11-01,12438,Transferencia
1179,14,82,3,2023-08-12,33032,Transferencia
1180,32,44,8,2023-06-30,26583,Financiamiento
1181,47,408,2,2023-04-15,28564,Tarjeta de Crédito
1182,3,367,3,2024-01-22,49113,Transferencia
1183,16,167,9,2023-04-25,66237,Financiamiento
1184,29,178,8,2023-07-03,74104,Tarjeta de Crédito
1185,28,69,1,2023-07-06,41651,Transferencia
1186,29,334,2,2023-10-26,63917,Financiamiento
1187,6,483,8,2023-12-21,43832,Transferencia
1188,25,224,5,2023-06-05,10013,Financiamiento
1189,10,113,3,2024-01-26,59698,Tarjeta de Crédito
1190,45,283,7,2023-08-01,38860,Transferencia
1191,36,421,2,2023-12-24,56762,Financiamiento
1192,9,444,6,2023-02-12,50233,Financiamiento
1193,18,455,5,2023-05-08,50105,Financiamiento
1194,22,487,10,2024-01-17,69800,Tarjeta de Crédito
1195,7,260,9,2023-05-16,63918,Transferencia
1196,34,185,8,2023-01-05,31627,Efectivo
1197,40,413,5,2023-06-29,48259,Efectivo
1198,33,137,10,2023-04-15,77888,Efectivo
1199,39,141,2,2023-03-22,23015,Financiamiento
1200,45,60,8,2023-11-13,26682,Efectivo
1201,35,256,5,2023-04-17,23275,Tarjeta de Crédito
1202,9,58,7,2023-08-09,39346,Financiamiento
1203,50,35,10,2023-04-05,73879,Tarjeta de Crédito
1204,31,476,4,2023-06-20,63718,Tarjeta de Crédito
1205,37,47,4,2023-11-15,63992,Efectivo
1206,40,101,1,2023-05-03,27631,Financiamiento
1207,9,377,3,2023-09-01,24928,Efectivo
1208,20,247,8,2023-09-29,66902,Efectivo
1209,33,383,10,2023-02-10,21099,Transferencia
1210,33,494,5,2023-09-25,31119,Transferencia
1211,41,394,6,2023-04-24,23409,Transferencia
1212,24,416,5,2023-03-26,48877,Financiamiento
1213,17,405,2,2023-10-22,16402,Tarjeta de Crédito
1214,2,174,6,2023-07-06,21211,Transferencia
1215,34,254,8,2024-01-02,66889,Tarjeta de Crédito
1216,8,376,2,2023-12-21,45123,Efectivo
1217,21,182,10,2023-01-10,70301,Efectivo
1218,41,14,9,2023-06-06,72237,Tarjeta de Crédito
1219,49,173,7,2023-12-25,20860,Transferencia
1220,50,484,3,2023-11-21,36890,Financiamiento
1221,50,197,7,2023-03-14,25137,Efectivo
1222,50,238,2,2024-01-02,66105,Transferencia
1223,36,324,3,2023-09-05,31645,Transferencia
1224,22,68,7,2023-01-20,44526,Tarjeta de Crédito
1225,34,446,9,2023-09-01,61502,Tarjeta de Crédito
1226,12,277,10,2023-11-21,76719,Financiamiento
1227,29,366,10,2023-03-07,23756,Efectivo
1228,38,145,4,2024-01-26,47232,Transferencia
1229,9,478,6,2023-08-29,44512,Transferencia
1230,33,444,6,2023-06-05,41500,Transferencia
1231,39,90,6,2023-01-10,75689,Efectivo
1232,2,419,5,2023-04-13,13653,Financiamiento
1233,44,411,7,2023-10-03,22762,Financiamiento
1234,30,301,2,2023-05-16,13400,Efectivo
1235,30,422,10,2023-03-17,38842,Efectivo
1236,6,23,3,2023-02-01,14553,Efectivo
1237,3,223,8,2023-01-27,23568,Financiamiento
1238,21,184,8,2023-03-09,51354,Efectivo
1239,49,272,3,2023-12-10,76050,Transferencia
1240,14,85,7,2023-06-13,78799,Financiamiento
1241,33,197,7,2023-03-13,10709,Financiamiento
1242,19,204,3,2023-01-09,38897,Transferencia
1243,42,174,7,2023-04-07,36567,Financiamiento
1244,20,223,4,2023-11-19,22151,Efectivo
1245,50,140,4,2023-06-28,24332,Transferencia
1246,46,10,8,2023-03-03,30742,Financiamiento
1247,43,430,1,2023-10-11,57374,Efectivo
1248,11,71,3,2024-02-01,37084,Transferencia
1249,10,220,3,2023-05-03,40848,Transferencia
1250,38,380,5,2023-07-27,21998,Tarjeta de Crédito
1251,18,279,3,2023-01-06,28158,Transferencia
1252,4,464,7,2023-03-05,57762,Tarjeta de Crédito
1253,34,318,4,2023-05-03,46068,Financiamiento
1254,6,231,2,2024-01-23,32376,Efectivo
1255,43,70,6,2023-11-16,30708,Efectivo
1256,48,259,8,2023-08-14,64747,Transferencia
1257,29,93,5,2023-03-29,77642,Financiamiento
1258,44,229,6,2023-12-03,57124,Tarjeta de Crédito
1259,3,466,2,2023-06-13,32099,Efectivo
1260,29,194,2,2023-06-30,28398,Financiamiento
1261,26,349,1,2024-01-12,76011,Financiamiento
1262,26,164,2,2024-01-13,75462,Transferencia
1263,14,479,2,2023-08-13,35490,Transferencia
1264,16,356,9,2023-08-18,47774,Transferencia
1265,44,262,9,2023-01-24,17451,Transferencia
1266,42,149,4,2023-06-22,24683,Tarjeta de Crédito
1267,37,103,6,2024-01-07,71597,Tarjeta de Crédito
1268,23,201,5,2023-07-05,60118,Transferencia
1269,25,98,1,2023-03-20,56911,Tarjeta de Crédito
1270,46,382,2,2023-06-05,48766,Transferencia
1271,30,341,1,2023-11-21,35494,Transferencia
1272,26,438,1,2023-04-12,27240,Transferencia
1273,21,406,4,2023-11-06,37913,Financiamiento
1274,29,221,4,2023-07-31,46562,Efectivo
1275,31,467,5,2023-10-11,26602,Transferencia
